speaker = narrator
0.000000	The
0.173988	creature
0.637956	gurgled
1.043928	and
1.217916	turned
1.565892	bright
1.913868	orange
2.261844	–
2.319840	she
2.493828	was
2.667816	happy
2.957796	now!
3.189780	///
3.595752	Helping
3.827736	this
4.175712	lonely
4.639680	creature
4.871664	made
5.103648	them
5.277636	all
5.335632	a
5.683608	little
6.147576	homesick
6.205572	–
6.379560	but
6.611544	they
6.901524	still
7.249500	needed
7.365492	to
7.597476	find
7.829460	Chewie!
8.235432	///
8.409420	“Have
8.699400	you
8.873388	seen
9.105372	a
9.163368	dog
9.337356	come
9.569340	this
9.801324	way?”
10.091304	Niko
10.323288	asked
10.613268	the
10.787256	creature.
11.30922	///
11.483208	The
11.657196	creature
12.121164	pointed
12.527136	in
12.643128	a
12.701124	direction
13.223088	back
13.455072	towards
13.861044	Earth.
14.20902	///
14.383008	ARF!
