speaker = narrator
0.000000	Chewie
0.347976	climbed
0.753948	into
0.985932	the
1.159920	kids’
1.449900	ship.
1.739880	And
1.913868	not
2.087856	a
2.145852	moment
2.493828	too
2.667816	soon,
2.957796	as
3.073788	it
3.247776	was
3.479760	long
3.711744	past
3.943728	time
4.059720	to
4.291704	head
4.523688	back
4.639680	to
4.987656	Earth.
5.161644	But
5.277636	as
5.567616	Gemma
5.799600	went
5.915592	to
6.147576	push
6.321564	the
6.495552	throttle
6.959520	forward…
7.423488	///
7.597476	“Oh
7.771464	no!
7.945452	We
8.061444	ran
8.235432	out
8.409420	of
8.525412	fuel!”
8.873388	cried
9.163368	Gemma.
