speaker = narrator
0.000000	Suddenly,
0.521964	everything
1.101924	went
1.333908	quiet.
1.681884	The
1.855872	kids
2.087856	looked
2.435832	back
2.667816	at
2.783808	Earth.
3.131784	It
3.247776	was
3.421764	like
3.479760	a
3.943728	dazzling
4.233708	giant
4.465692	blue
4.871664	marble,
5.393628	shrinking
5.799600	quickly
5.915592	as
6.147576	they
6.379560	sped
6.669540	away.
6.785532	At
7.075512	least
7.249500	for
7.481484	now,
7.945452	everyone
8.293428	agreed
8.641404	that
8.873388	being
9.163368	in
9.279360	space
9.569340	wasn’t
9.917316	so
10.033308	scary.
