speaker = narrator
0.000000	Gemma
0.289980	poked
0.579960	her
0.753948	head
0.985932	up
1.101924	and
1.275912	took
1.507896	a
1.565892	long,
1.855872	careful
2.261844	look
2.493828	at
2.609820	the
3.131784	creature.
3.305772	She
3.595752	gazed
3.827736	deep
4.059720	into
4.233708	its
4.581684	cosmic
4.813668	eyes
4.987656	and
5.393628	thought
5.567616	she
5.857596	could
6.089580	see…
6.379560	could
6.495552	it
6.669540	be…
7.017516	tears?
7.365492	///
7.539480	“Hey
7.771464	everyone,”
8.351424	Gemma
8.641404	said,
8.931384	“I
9.047376	don't
9.337356	think
9.627336	this
9.859320	is
9.975312	a
10.033308	scary
10.323288	monster.
10.787256	Look!”
11.135232	///
11.30922	“She
11.541204	just
11.773188	wants
12.063168	to
12.17916	be
12.295152	friends
12.701124	with
12.933108	us.
13.107096	It’s
13.33908	very
13.571064	lonely
13.91904	out
14.093028	here
14.325012	in
14.441004	space,
14.78898	after
15.07896	all,”
15.36894	Layla
15.65892	decided.
