speaker = narrator
0.000000	“[YAWN!]
0.463968	Let’s
0.753948	all
0.927936	catch
1.217916	a
1.275912	little
1.623888	nap
1.797876	before
2.145852	we
2.261844	land,”
2.609820	Layla
2.899800	suggested.
3.479760	///
3.769740	“Good
4.059720	idea,
4.407696	Layla.
4.813668	Mathias
4.929660	is
5.335632	already
5.799600	asleep!”
6.205572	replied
6.553548	Gemma.
6.727536	///
6.959520	They
7.307496	curled
7.423488	up
7.539480	in
7.829460	their
8.293428	sleeping
8.525412	bags
8.757396	and
8.931384	drifted
9.337356	peacefully
9.917316	off
10.091304	to
10.207296	sleep…
