speaker = narrator
0.000000	“It’s
0.289980	the
0.463968	International
1.217916	Space
1.507896	Station!”
2.029860	explained
2.551824	Layla.
2.899800	///
3.073788	David
3.363768	Saint-Jacques
4.117716	waved
4.407696	to
4.523688	them
4.755672	from
4.929660	the
5.335632	window.
5.509620	And
5.857596	Chewie
6.031584	was
6.321564	right
6.611544	there
6.843528	with
7.075512	him!
7.191504	He
7.365492	had
7.655472	raced
7.887456	off,
8.293428	wanting
8.409420	to
8.699400	visit
8.989380	with
9.221364	David
9.511344	this
9.743328	whole
10.033308	time.
10.323288	///
10.497276	“This
10.787256	time,
11.077236	you’re
11.425212	staying
11.831184	with
12.063168	us,
12.237156	Chewie,”
12.701124	said
12.933108	Niko.
